name,type,value,date
阿富汗,AFG,2.80,1960
阿富汗,AFG,2.81,1961
阿富汗,AFG,2.80,1962
阿富汗,AFG,2.78,1963
阿富汗,AFG,2.75,1964
阿富汗,AFG,2.70,1965
阿富汗,AFG,2.71,1966
阿富汗,AFG,2.71,1967
阿富汗,AFG,2.69,1968
阿富汗,AFG,2.66,1969
阿富汗,AFG,2.62,1970
阿富汗,AFG,2.62,1971
阿富汗,AFG,2.62,1972
阿富汗,AFG,2.60,1973
阿富汗,AFG,2.57,1974
阿富汗,AFG,2.53,1975
阿富汗,AFG,2.54,1976
阿富汗,AFG,2.53,1977
阿富汗,AFG,2.51,1978
阿富汗,AFG,2.47,1979
阿富汗,AFG,2.41,1980
阿富汗,AFG,2.43,1981
阿富汗,AFG,2.43,1982
阿富汗,AFG,2.39,1983
阿富汗,AFG,2.32,1984
阿富汗,AFG,2.21,1985
阿富汗,AFG,2.24,1986
阿富汗,AFG,2.27,1987
阿富汗,AFG,2.28,1988
阿富汗,AFG,2.26,1989
阿富汗,AFG,2.21,1990
阿富汗,AFG,2.23,1991
阿富汗,AFG,2.24,1992
阿富汗,AFG,2.26,1993
阿富汗,AFG,2.29,1994
阿富汗,AFG,2.33,1995
阿富汗,AFG,2.33,1996
阿富汗,AFG,2.31,1997
阿富汗,AFG,2.29,1998
阿富汗,AFG,2.27,1999
阿富汗,AFG,2.25,2000
阿富汗,AFG,2.23,2001
阿富汗,AFG,2.21,2002
阿富汗,AFG,2.20,2003
阿富汗,AFG,2.19,2004
阿富汗,AFG,2.19,2005
阿富汗,AFG,2.21,2006
阿富汗,AFG,2.23,2007
阿富汗,AFG,2.25,2008
阿富汗,AFG,2.28,2009
阿富汗,AFG,2.30,2010
阿富汗,AFG,2.34,2011
阿富汗,AFG,2.38,2012
阿富汗,AFG,2.42,2013
阿富汗,AFG,2.46,2014
阿富汗,AFG,2.49,2015
阿富汗,AFG,2.54,2016
阿富汗,AFG,2.58,2017
阿尔巴尼亚,ALB,5.41,1960
阿尔巴尼亚,ALB,5.39,1961
阿尔巴尼亚,ALB,5.41,1962
阿尔巴尼亚,ALB,5.43,1963
阿尔巴尼亚,ALB,5.46,1964
阿尔巴尼亚,ALB,5.46,1965
阿尔巴尼亚,ALB,5.40,1966
阿尔巴尼亚,ALB,5.34,1967
阿尔巴尼亚,ALB,5.27,1968
阿尔巴尼亚,ALB,5.22,1969
阿尔巴尼亚,ALB,5.19,1970
阿尔巴尼亚,ALB,5.18,1971
阿尔巴尼亚,ALB,5.18,1972
阿尔巴尼亚,ALB,5.18,1973
阿尔巴尼亚,ALB,5.19,1974
阿尔巴尼亚,ALB,5.20,1975
阿尔巴尼亚,ALB,5.22,1976
阿尔巴尼亚,ALB,5.24,1977
阿尔巴尼亚,ALB,5.26,1978
阿尔巴尼亚,ALB,5.28,1979
阿尔巴尼亚,ALB,5.30,1980
阿尔巴尼亚,ALB,5.33,1981
阿尔巴尼亚,ALB,5.35,1982
阿尔巴尼亚,ALB,5.38,1983
阿尔巴尼亚,ALB,5.39,1984
阿尔巴尼亚,ALB,5.40,1985
阿尔巴尼亚,ALB,5.41,1986
阿尔巴尼亚,ALB,5.42,1987
阿尔巴尼亚,ALB,5.42,1988
阿尔巴尼亚,ALB,5.45,1989
阿尔巴尼亚,ALB,5.50,1990
阿尔巴尼亚,ALB,5.66,1991
阿尔巴尼亚,ALB,5.84,1992
阿尔巴尼亚,ALB,6.04,1993
阿尔巴尼亚,ALB,6.24,1994
阿尔巴尼亚,ALB,6.45,1995
阿尔巴尼亚,ALB,6.58,1996
阿尔巴尼亚,ALB,6.70,1997
阿尔巴尼亚,ALB,6.81,1998
阿尔巴尼亚,ALB,6.94,1999
阿尔巴尼亚,ALB,7.07,2000
阿尔巴尼亚,ALB,7.33,2001
阿尔巴尼亚,ALB,7.61,2002
阿尔巴尼亚,ALB,7.91,2003
阿尔巴尼亚,ALB,8.21,2004
阿尔巴尼亚,ALB,8.52,2005
阿尔巴尼亚,ALB,8.93,2006
阿尔巴尼亚,ALB,9.35,2007
阿尔巴尼亚,ALB,9.78,2008
阿尔巴尼亚,ALB,10.22,2009
阿尔巴尼亚,ALB,10.67,2010
阿尔巴尼亚,ALB,11.05,2011
阿尔巴尼亚,ALB,11.42,2012
阿尔巴尼亚,ALB,11.77,2013
阿尔巴尼亚,ALB,12.14,2014
阿尔巴尼亚,ALB,12.54,2015
阿尔巴尼亚,ALB,12.83,2016
阿尔巴尼亚,ALB,13.19,2017
阿尔及利亚,DZA,3.22,1960
阿尔及利亚,DZA,3.31,1961
阿尔及利亚,DZA,3.40,1962
阿尔及利亚,DZA,3.49,1963
阿尔及利亚,DZA,3.56,1964
阿尔及利亚,DZA,3.59,1965
阿尔及利亚,DZA,3.60,1966
阿尔及利亚,DZA,3.58,1967
阿尔及利亚,DZA,3.55,1968
阿尔及利亚,DZA,3.53,1969
阿尔及利亚,DZA,3.52,1970
阿尔及利亚,DZA,3.54,1971
阿尔及利亚,DZA,3.57,1972
阿尔及利亚,DZA,3.60,1973
阿尔及利亚,DZA,3.61,1974
阿尔及利亚,DZA,3.60,1975
阿尔及利亚,DZA,3.58,1976
阿尔及利亚,DZA,3.55,1977
阿尔及利亚,DZA,3.51,1978
阿尔及利亚,DZA,3.48,1979
阿尔及利亚,DZA,3.44,1980
阿尔及利亚,DZA,3.44,1981
阿尔及利亚,DZA,3.43,1982
阿尔及利亚,DZA,3.43,1983
阿尔及利亚,DZA,3.41,1984
阿尔及利亚,DZA,3.39,1985
阿尔及利亚,DZA,3.38,1986
阿尔及利亚,DZA,3.37,1987
阿尔及利亚,DZA,3.36,1988
阿尔及利亚,DZA,3.36,1989
阿尔及利亚,DZA,3.38,1990
阿尔及利亚,DZA,3.41,1991
阿尔及利亚,DZA,3.46,1992
阿尔及利亚,DZA,3.51,1993
阿尔及利亚,DZA,3.58,1994
阿尔及利亚,DZA,3.65,1995
阿尔及利亚,DZA,3.77,1996
阿尔及利亚,DZA,3.89,1997
阿尔及利亚,DZA,4.04,1998
阿尔及利亚,DZA,4.18,1999
阿尔及利亚,DZA,4.34,2000
阿尔及利亚,DZA,4.46,2001
阿尔及利亚,DZA,4.59,2002
阿尔及利亚,DZA,4.71,2003
阿尔及利亚,DZA,4.83,2004
阿尔及利亚,DZA,4.94,2005
阿尔及利亚,DZA,5.05,2006
阿尔及利亚,DZA,5.16,2007
阿尔及利亚,DZA,5.26,2008
阿尔及利亚,DZA,5.36,2009
阿尔及利亚,DZA,5.47,2010
阿尔及利亚,DZA,5.52,2011
阿尔及利亚,DZA,5.57,2012
阿尔及利亚,DZA,5.64,2013
阿尔及利亚,DZA,5.73,2014
阿尔及利亚,DZA,5.87,2015
阿尔及利亚,DZA,6.02,2016
阿尔及利亚,DZA,6.21,2017
安哥拉,AGO,2.54,1960
安哥拉,AGO,2.57,1961
安哥拉,AGO,2.59,1962
安哥拉,AGO,2.58,1963
安哥拉,AGO,2.57,1964
安哥拉,AGO,2.54,1965
安哥拉,AGO,2.56,1966
安哥拉,AGO,2.58,1967
安哥拉,AGO,2.58,1968
安哥拉,AGO,2.58,1969
安哥拉,AGO,2.56,1970
安哥拉,AGO,2.58,1971
安哥拉,AGO,2.60,1972
安哥拉,AGO,2.60,1973
安哥拉,AGO,2.59,1974
安哥拉,AGO,2.58,1975
安哥拉,AGO,2.60,1976
安哥拉,AGO,2.61,1977
安哥拉,AGO,2.61,1978
安哥拉,AGO,2.61,1979
安哥拉,AGO,2.60,1980
安哥拉,AGO,2.61,1981
安哥拉,AGO,2.61,1982
安哥拉,AGO,2.61,1983
安哥拉,AGO,2.61,1984
安哥拉,AGO,2.60,1985
安哥拉,AGO,2.60,1986
安哥拉,AGO,2.60,1987
安哥拉,AGO,2.59,1988
安哥拉,AGO,2.57,1989
安哥拉,AGO,2.55,1990
安哥拉,AGO,2.54,1991
安哥拉,AGO,2.54,1992
安哥拉,AGO,2.52,1993
安哥拉,AGO,2.51,1994
安哥拉,AGO,2.49,1995
安哥拉,AGO,2.49,1996
安哥拉,AGO,2.48,1997
安哥拉,AGO,2.47,1998
安哥拉,AGO,2.45,1999
安哥拉,AGO,2.43,2000
安哥拉,AGO,2.43,2001
安哥拉,AGO,2.42,2002
安哥拉,AGO,2.41,2003
安哥拉,AGO,2.40,2004
安哥拉,AGO,2.38,2005
安哥拉,AGO,2.37,2006
安哥拉,AGO,2.37,2007
安哥拉,AGO,2.36,2008
安哥拉,AGO,2.34,2009
安哥拉,AGO,2.32,2010
安哥拉,AGO,2.31,2011
安哥拉,AGO,2.29,2012
安哥拉,AGO,2.28,2013
安哥拉,AGO,2.28,2014
安哥拉,AGO,2.31,2015
安哥拉,AGO,2.35,2016
安哥拉,AGO,2.40,2017
安提瓜和巴布达,ATG,4.08,1960
安提瓜和巴布达,ATG,4.07,1961
安提瓜和巴布达,ATG,4.04,1962
安提瓜和巴布达,ATG,4.00,1963
安提瓜和巴布达,ATG,3.97,1964
安提瓜和巴布达,ATG,3.94,1965
安提瓜和巴布达,ATG,3.96,1966
安提瓜和巴布达,ATG,3.98,1967
安提瓜和巴布达,ATG,4.00,1968
安提瓜和巴布达,ATG,4.00,1969
安提瓜和巴布达,ATG,4.00,1970
安提瓜和巴布达,ATG,4.07,1971
安提瓜和巴布达,ATG,4.14,1972
安提瓜和巴布达,ATG,4.19,1973
安提瓜和巴布达,ATG,4.27,1974
安提瓜和巴布达,ATG,4.38,1975
安提瓜和巴布达,ATG,4.54,1976
安提瓜和巴布达,ATG,4.72,1977
安提瓜和巴布达,ATG,4.92,1978
安提瓜和巴布达,ATG,5.08,1979
安提瓜和巴布达,ATG,5.20,1980
安提瓜和巴布达,ATG,5.42,1981
安提瓜和巴布达,ATG,5.60,1982
安提瓜和巴布达,ATG,5.74,1983
安提瓜和巴布达,ATG,5.87,1984
安提瓜和巴布达,ATG,5.98,1985
安提瓜和巴布达,ATG,6.23,1986
安提瓜和巴布达,ATG,6.49,1987
安提瓜和巴布达,ATG,6.77,1988
安提瓜和巴布达,ATG,7.09,1989
安提瓜和巴布达,ATG,7.47,1990
安提瓜和巴布达,ATG,7.55,1991
安提瓜和巴布达,ATG,7.66,1992
安提瓜和巴布达,ATG,7.76,1993
安提瓜和巴布达,ATG,7.81,1994
安提瓜和巴布达,ATG,7.79,1995
安提瓜和巴布达,ATG,7.60,1996
安提瓜和巴布达,ATG,7.35,1997
安提瓜和巴布达,ATG,7.08,1998
安提瓜和巴布达,ATG,6.82,1999
安提瓜和巴布达,ATG,6.58,2000
安提瓜和巴布达,ATG,6.52,2001
安提瓜和巴布达,ATG,6.50,2002
安提瓜和巴布达,ATG,6.52,2003
安提瓜和巴布达,ATG,6.60,2004
安提瓜和巴布达,ATG,6.72,2005
安提瓜和巴布达,ATG,6.73,2006
安提瓜和巴布达,ATG,6.74,2007
安提瓜和巴布达,ATG,6.74,2008
安提瓜和巴布达,ATG,6.72,2009
安提瓜和巴布达,ATG,6.67,2010
安提瓜和巴布达,ATG,6.64,2011
安提瓜和巴布达,ATG,6.59,2012
安提瓜和巴布达,ATG,6.53,2013
安提瓜和巴布达,ATG,6.53,2014
安提瓜和巴布达,ATG,6.58,2015
安提瓜和巴布达,ATG,6.73,2016
安提瓜和巴布达,ATG,6.93,2017
阿根廷,ARG,5.58,1960
阿根廷,ARG,5.72,1961
阿根廷,ARG,5.86,1962
阿根廷,ARG,5.99,1963
阿根廷,ARG,6.13,1964
阿根廷,ARG,6.27,1965
阿根廷,ARG,6.43,1966
阿根廷,ARG,6.58,1967
阿根廷,ARG,6.73,1968
阿根廷,ARG,6.88,1969
阿根廷,ARG,7.02,1970
阿根廷,ARG,7.17,1971
阿根廷,ARG,7.31,1972
阿根廷,ARG,7.43,1973
阿根廷,ARG,7.55,1974
阿根廷,ARG,7.66,1975
阿根廷,ARG,7.79,1976
阿根廷,ARG,7.91,1977
阿根廷,ARG,8.02,1978
阿根廷,ARG,8.12,1979
阿根廷,ARG,8.21,1980
阿根廷,ARG,8.29,1981
阿根廷,ARG,8.37,1982
阿根廷,ARG,8.46,1983
阿根廷,ARG,8.54,1984
阿根廷,ARG,8.61,1985
阿根廷,ARG,8.73,1986
阿根廷,ARG,8.82,1987
阿根廷,ARG,8.89,1988
阿根廷,ARG,8.97,1989
阿根廷,ARG,9.05,1990
阿根廷,ARG,9.16,1991
阿根廷,ARG,9.27,1992
阿根廷,ARG,9.38,1993
阿根廷,ARG,9.47,1994
阿根廷,ARG,9.55,1995
阿根廷,ARG,9.65,1996
阿根廷,ARG,9.74,1997
阿根廷,ARG,9.81,1998
阿根廷,ARG,9.87,1999
阿根廷,ARG,9.91,2000
阿根廷,ARG,9.98,2001
阿根廷,ARG,10.02,2002
阿根廷,ARG,10.05,2003
阿根廷,ARG,10.08,2004
阿根廷,ARG,10.11,2005
阿根廷,ARG,10.16,2006
阿根廷,ARG,10.21,2007
阿根廷,ARG,10.27,2008
阿根廷,ARG,10.33,2009
阿根廷,ARG,10.40,2010
阿根廷,ARG,10.50,2011
阿根廷,ARG,10.60,2012
阿根廷,ARG,10.70,2013
阿根廷,ARG,10.81,2014
阿根廷,ARG,10.93,2015
阿根廷,ARG,11.06,2016
阿根廷,ARG,11.20,2017
亚美尼亚,ARM,6.35,1960
亚美尼亚,ARM,6.10,1961
亚美尼亚,ARM,5.88,1962
亚美尼亚,ARM,5.68,1963
亚美尼亚,ARM,5.53,1964
亚美尼亚,ARM,5.43,1965
亚美尼亚,ARM,5.40,1966
亚美尼亚,ARM,5.42,1967
亚美尼亚,ARM,5.46,1968
亚美尼亚,ARM,5.51,1969
亚美尼亚,ARM,5.56,1970
亚美尼亚,ARM,5.64,1971
亚美尼亚,ARM,5.69,1972
亚美尼亚,ARM,5.72,1973
亚美尼亚,ARM,5.75,1974
亚美尼亚,ARM,5.80,1975
亚美尼亚,ARM,5.87,1976
亚美尼亚,ARM,5.94,1977
亚美尼亚,ARM,6.01,1978
亚美尼亚,ARM,6.01,1979
亚美尼亚,ARM,5.96,1980
亚美尼亚,ARM,5.88,1981
亚美尼亚,ARM,5.75,1982
亚美尼亚,ARM,5.61,1983
亚美尼亚,ARM,5.48,1984
亚美尼亚,ARM,5.41,1985
亚美尼亚,ARM,5.35,1986
亚美尼亚,ARM,5.32,1987
亚美尼亚,ARM,5.33,1988
亚美尼亚,ARM,5.43,1989
亚美尼亚,ARM,5.63,1990
亚美尼亚,ARM,6.08,1991
亚美尼亚,ARM,6.62,1992
亚美尼亚,ARM,7.23,1993
亚美尼亚,ARM,7.83,1994
亚美尼亚,ARM,8.38,1995
亚美尼亚,ARM,8.78,1996
亚美尼亚,ARM,9.09,1997
亚美尼亚,ARM,9.35,1998
亚美尼亚,ARM,9.64,1999
亚美尼亚,ARM,10.02,2000
亚美尼亚,ARM,10.43,2001
亚美尼亚,ARM,10.92,2002
亚美尼亚,ARM,11.40,2003
亚美尼亚,ARM,11.75,2004
亚美尼亚,ARM,11.90,2005
亚美尼亚,ARM,11.90,2006
亚美尼亚,ARM,11.73,2007
亚美尼亚,ARM,11.45,2008
亚美尼亚,ARM,11.18,2009
亚美尼亚,ARM,10.99,2010
亚美尼亚,ARM,10.87,2011
亚美尼亚,ARM,10.82,2012
亚美尼亚,ARM,10.83,2013
亚美尼亚,ARM,10.86,2014
亚美尼亚,ARM,10.91,2015
亚美尼亚,ARM,11.06,2016
亚美尼亚,ARM,11.23,2017
阿鲁巴,ABW,2.48,1960
阿鲁巴,ABW,2.58,1961
阿鲁巴,ABW,2.69,1962
阿鲁巴,ABW,2.80,1963
阿鲁巴,ABW,2.93,1964
阿鲁巴,ABW,3.08,1965
阿鲁巴,ABW,3.23,1966
阿鲁巴,ABW,3.40,1967
阿鲁巴,ABW,3.57,1968
阿鲁巴,ABW,3.78,1969
阿鲁巴,ABW,4.00,1970
阿鲁巴,ABW,4.36,1971
阿鲁巴,ABW,4.74,1972
阿鲁巴,ABW,5.12,1973
阿鲁巴,ABW,5.49,1974
阿鲁巴,ABW,5.86,1975
阿鲁巴,ABW,6.04,1976
阿鲁巴,ABW,6.24,1977
阿鲁巴,ABW,6.44,1978
阿鲁巴,ABW,6.65,1979
阿鲁巴,ABW,6.85,1980
阿鲁巴,ABW,6.99,1981
阿鲁巴,ABW,7.11,1982
阿鲁巴,ABW,7.19,1983
阿鲁巴,ABW,7.27,1984
阿鲁巴,ABW,7.32,1985
阿鲁巴,ABW,7.38,1986
阿鲁巴,ABW,7.46,1987
阿鲁巴,ABW,7.53,1988
阿鲁巴,ABW,7.61,1989
阿鲁巴,ABW,7.66,1990
阿鲁巴,ABW,7.39,1991
阿鲁巴,ABW,7.17,1992
阿鲁巴,ABW,7.02,1993
阿鲁巴,ABW,6.93,1994
阿鲁巴,ABW,6.91,1995
阿鲁巴,ABW,6.99,1996
阿鲁巴,ABW,7.09,1997
阿鲁巴,ABW,7.23,1998
阿鲁巴,ABW,7.39,1999
阿鲁巴,ABW,7.58,2000
阿鲁巴,ABW,7.76,2001
阿鲁巴,ABW,7.96,2002
阿鲁巴,ABW,8.17,2003
阿鲁巴,ABW,8.38,2004
阿鲁巴,ABW,8.59,2005
阿鲁巴,ABW,8.92,2006
阿鲁巴,ABW,9.23,2007
阿鲁巴,ABW,9.55,2008
阿鲁巴,ABW,9.89,2009
阿鲁巴,ABW,10.29,2010
阿鲁巴,ABW,10.58,2011
阿鲁巴,ABW,10.92,2012
阿鲁巴,ABW,11.30,2013
阿鲁巴,ABW,11.70,2014
阿鲁巴,ABW,12.14,2015
阿鲁巴,ABW,12.61,2016
阿鲁巴,ABW,13.09,2017
澳大利亚,AUS,8.58,1960
澳大利亚,AUS,8.60,1961
澳大利亚,AUS,8.61,1962
澳大利亚,AUS,8.61,1963
澳大利亚,AUS,8.60,1964
澳大利亚,AUS,8.59,1965
澳大利亚,AUS,8.51,1966
澳大利亚,AUS,8.43,1967
澳大利亚,AUS,8.35,1968
澳大利亚,AUS,8.28,1969
澳大利亚,AUS,8.22,1970
澳大利亚,AUS,8.32,1971
澳大利亚,AUS,8.42,1972
澳大利亚,AUS,8.52,1973
澳大利亚,AUS,8.63,1974
澳大利亚,AUS,8.77,1975
澳大利亚,AUS,8.92,1976
澳大利亚,AUS,9.10,1977
澳大利亚,AUS,9.30,1978
澳大利亚,AUS,9.47,1979
澳大利亚,AUS,9.61,1980
澳大利亚,AUS,9.77,1981
澳大利亚,AUS,9.89,1982
澳大利亚,AUS,9.98,1983
澳大利亚,AUS,10.09,1984
澳大利亚,AUS,10.24,1985
澳大利亚,AUS,10.38,1986
澳大利亚,AUS,10.54,1987
澳大利亚,AUS,10.73,1988
澳大利亚,AUS,10.90,1989
澳大利亚,AUS,11.06,1990
澳大利亚,AUS,11.26,1991
澳大利亚,AUS,11.44,1992
澳大利亚,AUS,11.60,1993
澳大利亚,AUS,11.75,1994
澳大利亚,AUS,11.87,1995
澳大利亚,AUS,11.98,1996
澳大利亚,AUS,12.08,1997
澳大利亚,AUS,12.16,1998
澳大利亚,AUS,12.25,1999
澳大利亚,AUS,12.34,2000
澳大利亚,AUS,12.44,2001
澳大利亚,AUS,12.54,2002
澳大利亚,AUS,12.65,2003
澳大利亚,AUS,12.77,2004
澳大利亚,AUS,12.89,2005
澳大利亚,AUS,12.96,2006
澳大利亚,AUS,13.02,2007
澳大利亚,AUS,13.11,2008
澳大利亚,AUS,13.25,2009
澳大利亚,AUS,13.45,2010
澳大利亚,AUS,13.71,2011
澳大利亚,AUS,14.02,2012
澳大利亚,AUS,14.35,2013
澳大利亚,AUS,14.68,2014
澳大利亚,AUS,14.98,2015
澳大利亚,AUS,15.25,2016
澳大利亚,AUS,15.50,2017
奥地利,AUT,12.15,1960
奥地利,AUT,12.34,1961
奥地利,AUT,12.53,1962
奥地利,AUT,12.72,1963
奥地利,AUT,12.91,1964
奥地利,AUT,13.09,1965
奥地利,AUT,13.30,1966
奥地利,AUT,13.50,1967
奥地利,AUT,13.67,1968
奥地利,AUT,13.83,1969
奥地利,AUT,13.97,1970
奥地利,AUT,14.17,1971
奥地利,AUT,14.35,1972
奥地利,AUT,14.50,1973
奥地利,AUT,14.62,1974
奥地利,AUT,14.73,1975
奥地利,AUT,14.94,1976
奥地利,AUT,15.12,1977
奥地利,AUT,15.25,1978
奥地利,AUT,15.29,1979
奥地利,AUT,15.20,1980
奥地利,AUT,15.07,1981
奥地利,AUT,14.81,1982
奥地利,AUT,14.50,1983
奥地利,AUT,14.26,1984
奥地利,AUT,14.14,1985
奥地利,AUT,14.19,1986
奥地利,AUT,14.35,1987
奥地利,AUT,14.58,1988
奥地利,AUT,14.79,1989
奥地利,AUT,14.92,1990
奥地利,AUT,15.08,1991
奥地利,AUT,15.17,1992
奥地利,AUT,15.21,1993
奥地利,AUT,15.21,1994
奥地利,AUT,15.19,1995
奥地利,AUT,15.25,1996
奥地利,AUT,15.28,1997
奥地利,AUT,15.30,1998
奥地利,AUT,15.34,1999
奥地利,AUT,15.39,2000
奥地利,AUT,15.52,2001
奥地利,AUT,15.65,2002
奥地利,AUT,15.79,2003
奥地利,AUT,15.97,2004
奥地利,AUT,16.20,2005
奥地利,AUT,16.49,2006
奥地利,AUT,16.82,2007
奥地利,AUT,17.17,2008
奥地利,AUT,17.51,2009
奥地利,AUT,17.80,2010
奥地利,AUT,18.05,2011
奥地利,AUT,18.27,2012
奥地利,AUT,18.47,2013
奥地利,AUT,18.66,2014
奥地利,AUT,18.84,2015
奥地利,AUT,19.03,2016
奥地利,AUT,19.20,2017
阿塞拜疆,AZE,5.38,1960
阿塞拜疆,AZE,5.29,1961
阿塞拜疆,AZE,5.23,1962
阿塞拜疆,AZE,5.18,1963
阿塞拜疆,AZE,5.14,1964
阿塞拜疆,AZE,5.12,1965
阿塞拜疆,AZE,5.12,1966
阿塞拜疆,AZE,5.14,1967
阿塞拜疆,AZE,5.17,1968
阿塞拜疆,AZE,5.19,1969
阿塞拜疆,AZE,5.19,1970
阿塞拜疆,AZE,5.20,1971
阿塞拜疆,AZE,5.19,1972
阿塞拜疆,AZE,5.15,1973
阿塞拜疆,AZE,5.12,1974
阿塞拜疆,AZE,5.11,1975
阿塞拜疆,AZE,5.12,1976
阿塞拜疆,AZE,5.14,1977
阿塞拜疆,AZE,5.16,1978
阿塞拜疆,AZE,5.14,1979
阿塞拜疆,AZE,5.08,1980
阿塞拜疆,AZE,5.03,1981
阿塞拜疆,AZE,4.94,1982
阿塞拜疆,AZE,4.83,1983
阿塞拜疆,AZE,4.73,1984
阿塞拜疆,AZE,4.65,1985
阿塞拜疆,AZE,4.60,1986
阿塞拜疆,AZE,4.56,1987
阿塞拜疆,AZE,4.54,1988
阿塞拜疆,AZE,4.56,1989
阿塞拜疆,AZE,4.64,1990
阿塞拜疆,AZE,4.75,1991
阿塞拜疆,AZE,4.90,1992
阿塞拜疆,AZE,5.05,1993
阿塞拜疆,AZE,5.19,1994
阿塞拜疆,AZE,5.31,1995
阿塞拜疆,AZE,5.45,1996
阿塞拜疆,AZE,5.55,1997
阿塞拜疆,AZE,5.64,1998
阿塞拜疆,AZE,5.74,1999
阿塞拜疆,AZE,5.85,2000
阿塞拜疆,AZE,6.06,2001
阿塞拜疆,AZE,6.28,2002
阿塞拜疆,AZE,6.46,2003
阿塞拜疆,AZE,6.57,2004
阿塞拜疆,AZE,6.59,2005
阿塞拜疆,AZE,6.53,2006
阿塞拜疆,AZE,6.41,2007
阿塞拜疆,AZE,6.24,2008
阿塞拜疆,AZE,6.07,2009
阿塞拜疆,AZE,5.90,2010
阿塞拜疆,AZE,5.82,2011
阿塞拜疆,AZE,5.75,2012
阿塞拜疆,AZE,5.70,2013
阿塞拜疆,AZE,5.69,2014
阿塞拜疆,AZE,5.74,2015
阿塞拜疆,AZE,5.85,2016
阿塞拜疆,AZE,6.02,2017
巴哈马,BHS,3.78,1960
巴哈马,BHS,3.69,1961
巴哈马,BHS,3.61,1962
巴哈马,BHS,3.54,1963
巴哈马,BHS,3.49,1964
巴哈马,BHS,3.45,1965
巴哈马,BHS,3.41,1966
巴哈马,BHS,3.38,1967
巴哈马,BHS,3.37,1968
巴哈马,BHS,3.37,1969
巴哈马,BHS,3.38,1970
巴哈马,BHS,3.47,1971
巴哈马,BHS,3.52,1972
巴哈马,BHS,3.57,1973
巴哈马,BHS,3.62,1974
巴哈马,BHS,3.68,1975
巴哈马,BHS,3.77,1976
巴哈马,BHS,3.87,1977
巴哈马,BHS,3.98,1978
巴哈马,BHS,4.08,1979
巴哈马,BHS,4.15,1980
巴哈马,BHS,4.20,1981
巴哈马,BHS,4.22,1982
巴哈马,BHS,4.21,1983
巴哈马,BHS,4.20,1984
巴哈马,BHS,4.20,1985
巴哈马,BHS,4.20,1986
巴哈马,BHS,4.22,1987
巴哈马,BHS,4.25,1988
巴哈马,BHS,4.28,1989
巴哈马,BHS,4.32,1990
巴哈马,BHS,4.38,1991
巴哈马,BHS,4.44,1992
巴哈马,BHS,4.50,1993
巴哈马,BHS,4.57,1994
巴哈马,BHS,4.65,1995
巴哈马,BHS,4.77,1996
巴哈马,BHS,4.90,1997
巴哈马,BHS,5.04,1998
巴哈马,BHS,5.19,1999
巴哈马,BHS,5.35,2000
巴哈马,BHS,5.53,2001
巴哈马,BHS,5.70,2002
巴哈马,BHS,5.87,2003
巴哈马,BHS,6.03,2004
巴哈马,BHS,6.22,2005
巴哈马,BHS,6.36,2006
巴哈马,BHS,6.51,2007
巴哈马,BHS,6.65,2008
巴哈马,BHS,6.80,2009
巴哈马,BHS,6.95,2010
巴哈马,BHS,7.17,2011
巴哈马,BHS,7.43,2012
巴哈马,BHS,7.70,2013
巴哈马,BHS,8.00,2014
巴哈马,BHS,8.31,2015
巴哈马,BHS,8.65,2016
巴哈马,BHS,9.00,2017
巴林,BHR,2.99,1960
巴林,BHR,2.83,1961
巴林,BHR,2.63,1962
巴林,BHR,2.39,1963
巴林,BHR,2.11,1964
巴林,BHR,1.79,1965
巴林,BHR,1.87,1966
巴林,BHR,1.99,1967
巴林,BHR,2.12,1968
巴林,BHR,2.29,1969
巴林,BHR,2.50,1970
巴林,BHR,2.48,1971
巴林,BHR,2.47,1972
巴林,BHR,2.47,1973
巴林,BHR,2.45,1974
巴林,BHR,2.41,1975
巴林,BHR,2.32,1976
巴林,BHR,2.23,1977
巴林,BHR,2.14,1978
巴林,BHR,2.09,1979
巴林,BHR,2.06,1980
巴林,BHR,2.21,1981
巴林,BHR,2.34,1982
巴林,BHR,2.47,1983
巴林,BHR,2.57,1984
巴林,BHR,2.63,1985
巴林,BHR,2.53,1986
巴林,BHR,2.43,1987
巴林,BHR,2.33,1988
巴林,BHR,2.25,1989
巴林,BHR,2.18,1990
巴林,BHR,2.25,1991
巴林,BHR,2.31,1992
巴林,BHR,2.36,1993
巴林,BHR,2.39,1994
巴林,BHR,2.40,1995
巴林,BHR,2.44,1996
巴林,BHR,2.48,1997
巴林,BHR,2.48,1998
巴林,BHR,2.47,1999
巴林,BHR,2.45,2000
巴林,BHR,2.39,2001
巴林,BHR,2.34,2002
巴林,BHR,2.31,2003
巴林,BHR,2.27,2004
巴林,BHR,2.24,2005
巴林,BHR,2.18,2006
巴林,BHR,2.13,2007
巴林,BHR,2.09,2008
巴林,BHR,2.07,2009
巴林,BHR,2.08,2010
巴林,BHR,2.14,2011
巴林,BHR,2.20,2012
巴林,BHR,2.25,2013
巴林,BHR,2.30,2014
巴林,BHR,2.32,2015
巴林,BHR,2.34,2016
巴林,BHR,2.37,2017
孟加拉国,BGD,2.68,1960
孟加拉国,BGD,2.69,1961
孟加拉国,BGD,2.69,1962
孟加拉国,BGD,2.68,1963
孟加拉国,BGD,2.67,1964
孟加拉国,BGD,2.65,1965
孟加拉国,BGD,2.69,1966
